period,first_singular_ratio,first_plural_ratio,second_ratio,third_singular_ratio,third_plural_ratio,pronoun_density,total_pronouns,total_words
2006-Q3,0.5462962962962963,0.09259259259259259,0.10185185185185185,0.23148148148148148,0.027777777777777776,11.452810180275716,108,943
2006-Q4,0.47533009034051427,0.05072967338429465,0.12439193884642112,0.2592077831827658,0.09034051424600417,7.120237506185056,1439,20210
2007-Q1,0.3956356736242884,0.056451612903225805,0.15464895635673626,0.273719165085389,0.11954459203036052,6.162661521370519,2108,34206
2007-Q2,0.3810872027180068,0.057757644394110984,0.16138165345413363,0.29501698754246886,0.10475651189127973,6.302640970735189,1766,28020
2007-Q3,0.37575757575757573,0.05272727272727273,0.16666666666666666,0.2793939393939394,0.12545454545454546,6.429991036982191,1650,25661
2007-Q4,0.3787489288774636,0.07112253641816624,0.1405312767780634,0.2750642673521851,0.13453299057412169,6.186714732545194,1167,18863
2008-Q1,0.38796229151559103,0.09282088469905729,0.14358230601885424,0.2683103698332125,0.10732414793328499,6.914360208584035,1379,19944
2008-Q2,0.40309079201545395,0.04700579523502898,0.16870573084352866,0.2511268512556343,0.13007083065035416,6.602891156462586,1553,23520
2008-Q3,0.3560490045941807,0.07963246554364471,0.1447166921898928,0.28560490045941805,0.1339969372128637,6.687490398893953,1306,19529
2008-Q4,0.38461538461538464,0.07029177718832891,0.129973474801061,0.27718832891246686,0.13793103448275862,6.265320536790061,1508,24069
2009-Q1,0.39072847682119205,0.08079470198675497,0.12185430463576159,0.30066225165562915,0.10596026490066225,6.239153788943062,755,12101
2009-Q2,0.4086845466155811,0.05363984674329502,0.13793103448275862,0.2848020434227331,0.11494252873563218,5.8193979933110365,783,13455
2009-Q3,0.4223194748358862,0.0787746170678337,0.1061269146608315,0.28227571115973743,0.11050328227571116,5.542417075980838,914,16491
2009-Q4,0.36860068259385664,0.09215017064846416,0.12286689419795221,0.2901023890784983,0.12627986348122866,6.589452378275047,586,8893
2010-Q1,0.44607843137254904,0.08137254901960785,0.13137254901960785,0.2372549019607843,0.10392156862745099,7.018026696023118,1020,14534
2010-Q2,0.3938814531548757,0.06883365200764818,0.15678776290630975,0.2390057361376673,0.14149139579349904,6.281527744415086,523,8326
2010-Q3,0.3875,0.15,0.0625,0.25,0.15,5.856515373352855,80,1366
2010-Q4,0.3285302593659942,0.11527377521613832,0.09221902017291066,0.30547550432276654,0.1585014409221902,6.364636830520911,347,5452
2011-Q1,0.3373610439826003,0.09279845335911067,0.12131464475592073,0.3489608506524891,0.09956500724987917,10.478602177766524,2069,19745
2011-Q2,0.47398843930635837,0.13872832369942195,0.07514450867052024,0.2138728323699422,0.09826589595375723,7.27502102607233,173,2378
2011-Q3,0.28793774319066145,0.05058365758754864,0.14007782101167315,0.36186770428015563,0.15953307392996108,4.8915112295393985,257,5254
2011-Q4,0.3515625,0.0625,0.2109375,0.2734375,0.1015625,6.530612244897959,384,5880
2012-Q1,0.35294117647058826,0.11229946524064172,0.11229946524064172,0.32620320855614976,0.0962566844919786,6.071428571428571,187,3080
2012-Q2,0.39823008849557523,0.14601769911504425,0.14380530973451328,0.1902654867256637,0.12168141592920353,6.4830751577739525,452,6972
2012-Q3,0.4090909090909091,0.07575757575757576,0.12878787878787878,0.2702020202020202,0.11616161616161616,5.620210048254329,396,7046
2012-Q4,0.5362694300518135,0.03367875647668394,0.07253886010362694,0.23834196891191708,0.11917098445595854,6.1182437787288,386,6309
